|url_link|title|hot|date|date2
86|https://www.ptt.cc/bbs/KoreaDrama/M.1620731120.A.874.html|[LIVE] tvN《某一天滅亡來到我家門前》EP2|爆|05/11|0511
87|https://www.ptt.cc/bbs/KoreaDrama/M.1620394222.A.F52.html|[LIVE] Imitation EP1|爆|05/07|0507
88|https://www.ptt.cc/bbs/KoreaDrama/M.1620476047.A.4E9.html|[LIVE] SBS 模範計程車 EP10|爆|05/08|0508
89|https://www.ptt.cc/bbs/KoreaDrama/M.1620300901.A.C03.html|[LIVE] JTBC Law School EP8|爆|05/06|0506
90|https://www.ptt.cc/bbs/KoreaDrama/M.1620301041.A.16D.html|[LIVE] 大發不動產 EP8|爆|05/06|0506
91|https://www.ptt.cc/bbs/KoreaDrama/M.1620310166.A.FD5.html|[LIVE] Mouse EP17|爆|05/06|0506
92|https://www.ptt.cc/bbs/KoreaDrama/M.1620390607.A.77B.html|[LIVE] SBS 模範計程車 EP9|爆|05/07|0507
93|https://www.ptt.cc/bbs/KoreaDrama/M.1620113102.A.0D4.html|[心得] 文森佐：可惜了，玉澤演|爆|05/04|0504
94|https://www.ptt.cc/bbs/KoreaDrama/M.1620218369.A.C4F.html|[LIVE] Mouse EP16|爆|05/05|0505
95|https://www.ptt.cc/bbs/KoreaDrama/M.1619949434.A.BAA.html|[問題] 黑道律師文森佐值得追嗎？|爆|05/02|0502
96|https://www.ptt.cc/bbs/KoreaDrama/M.1619955818.A.E66.html|[LIVE] tvN Vincenzo/黑道律師文森佐 EP20最終回|爆|05/02|0502
97|https://www.ptt.cc/bbs/KoreaDrama/M.1620059605.A.EF6.html|[新聞] 文森佐-宋仲基終演相關採訪(新增)|爆|05/04|0504
98|https://www.ptt.cc/bbs/KoreaDrama/M.1619869391.A.3D6.html|[LIVE] tvN Vincenzo/黑道律師文森佐 EP19|爆|05/01|0501
99|https://www.ptt.cc/bbs/KoreaDrama/M.1619871159.A.851.html|[LIVE] SBS 模範計程車 EP8|爆|05/01|0501
100|https://www.ptt.cc/bbs/KoreaDrama/M.1619595523.A.13C.html|[LIVE] Mouse 特輯Part.1/Part.2|爆|04/28|0428
101|https://www.ptt.cc/bbs/KoreaDrama/M.1619694991.A.0A3.html|[LIVE] JTBC Law School EP6|爆|04/29|0429
102|https://www.ptt.cc/bbs/KoreaDrama/M.1619696305.A.418.html|[LIVE] 大發不動產 EP6|爆|04/29|0429
103|https://www.ptt.cc/bbs/KoreaDrama/M.1619457101.A.880.html|[心得] 黑道律師文森佐之漢書觀察誌 (雷)|爆|04/27|0427
104|https://www.ptt.cc/bbs/KoreaDrama/M.1619523649.A.090.html|[LIVE] Navillera/如蝶翩翩 EP12 最終回|爆|04/27|0427
105|https://www.ptt.cc/bbs/KoreaDrama/M.1619350294.A.4D6.html|[LIVE] tvN Vincenzo/黑道律師文森佐 EP18|爆|04/25|0425
106|https://www.ptt.cc/bbs/KoreaDrama/M.1619398377.A.DF9.html|[新聞] 《黑道律師文森佐》最高收視15.6%|爆|04/26|0426
107|https://www.ptt.cc/bbs/KoreaDrama/M.1619095011.A.122.html|[LIVE] Mouse EP15|爆|04/22|0422
108|https://www.ptt.cc/bbs/KoreaDrama/M.1619180956.A.B45.html|[LIVE] SBS 模範計程車 EP5|爆|04/23|0423
109|https://www.ptt.cc/bbs/KoreaDrama/M.1619264077.A.995.html|[LIVE] tvN Vincenzo/黑道律師文森佐 EP17|爆|04/24|0424
110|https://www.ptt.cc/bbs/KoreaDrama/M.1619266498.A.19F.html|[LIVE] SBS 模範計程車 EP6|爆|04/24|0424
111|https://www.ptt.cc/bbs/KoreaDrama/M.1619279566.A.67D.html|[求薦] 有糖撒有劇情主軸配角討喜的韓劇|爆|04/24|0424
112|https://www.ptt.cc/bbs/KoreaDrama/M.1619008468.A.772.html|[LIVE] Mouse EP14|爆|04/21|0421
113|https://www.ptt.cc/bbs/KoreaDrama/M.1619091418.A.268.html|[LIVE] 大發不動產 EP4|爆|04/22|0422
114|https://www.ptt.cc/bbs/KoreaDrama/M.1618664468.A.7CD.html|[LIVE] SBS 模範計程車 EP4|爆|04/17|0417
115|https://www.ptt.cc/bbs/KoreaDrama/M.1618832628.A.1DF.html|[LIVE] 月升之江 EP19、EP20 最終回|爆|04/19|0419
116|https://www.ptt.cc/bbs/KoreaDrama/M.1618833513.A.6B9.html|[LIVE] Navillera/如蝶翩翩 E9、EP10|爆|04/19|0419
117|https://www.ptt.cc/bbs/KoreaDrama/M.1618486139.A.C38.html|[LIVE] JTBC Law School EP2|爆|04/15|0415
118|https://www.ptt.cc/bbs/KoreaDrama/M.1618490608.A.554.html|[LIVE] Mouse EP13|爆|04/15|0415
119|https://www.ptt.cc/bbs/KoreaDrama/M.1618576001.A.667.html|[LIVE] SBS 模範計程車 EP3|爆|04/16|0416
120|https://www.ptt.cc/bbs/KoreaDrama/M.1618649480.A.4D7.html|[閒聊]  Mouse EP1-13|爆|04/17|0417
121|https://www.ptt.cc/bbs/KoreaDrama/M.1618310144.A.DB2.html|[新聞] 徐睿知從OCN新劇《island》下車|爆|04/13|0413
122|https://www.ptt.cc/bbs/KoreaDrama/M.1618312621.A.F31.html|[情報] 呂珍九'怪物' 相關採訪|爆|04/13|0413
123|https://www.ptt.cc/bbs/KoreaDrama/M.1618404020.A.E26.html|[LIVE] Mouse EP12|爆|04/14|0414
124|https://www.ptt.cc/bbs/KoreaDrama/M.1618141078.A.277.html|[LIVE] tvN Vincenzo/黑道律師文森佐 EP16|爆|04/11|0411
125|https://www.ptt.cc/bbs/KoreaDrama/M.1618187788.A.5F3.html|[情報] 第57屆百想藝術大賞入圍名單 - 電視部門|爆|04/12|0412
126|https://www.ptt.cc/bbs/KoreaDrama/M.1618225695.A.C7D.html|[LIVE] Navillera/如蝶翩翩 EP7、EP8|爆|04/12|0412
127|https://www.ptt.cc/bbs/KoreaDrama/M.1618228333.A.960.html|[LIVE] KBS 月升之江 EP17、EP18|爆|04/12|0412
128|https://www.ptt.cc/bbs/KoreaDrama/M.1617973996.A.D53.html|[LIVE] 怪物 EP15|爆|04/09|0409
129|https://www.ptt.cc/bbs/KoreaDrama/M.1618053785.A.C53.html|[LIVE] tvN Vincenzo/黑道律師文森佐 EP15|爆|04/10|0410
130|https://www.ptt.cc/bbs/KoreaDrama/M.1618060313.A.3C5.html|[LIVE] 怪物 EP16 最終回|爆|04/10|0410
131|https://www.ptt.cc/bbs/KoreaDrama/M.1617797336.A.085.html|[閒聊] JTBC《薛西弗斯的神話》EP15(雷)|爆|04/07|0407
132|https://www.ptt.cc/bbs/KoreaDrama/M.1617798927.A.1C2.html|[LIVE] Mouse (特輯)|爆|04/07|0407
133|https://www.ptt.cc/bbs/KoreaDrama/M.1617882644.A.F68.html|[閒聊] JTBC《薛西弗斯的神話》EP16(END)(雷)|爆|04/08|0408
134|https://www.ptt.cc/bbs/KoreaDrama/M.1617885980.A.845.html|[LIVE] Mouse EP11|爆|04/08|0408
135|https://www.ptt.cc/bbs/KoreaDrama/M.1617623019.A.12C.html|[LIVE] KBS 月升之江 EP15、EP16|爆|04/05|0405
136|https://www.ptt.cc/bbs/KoreaDrama/M.1617623697.A.59C.html|[LIVE] Navillera/如蝶翩翩EP5、EP6|爆|04/05|0405
137|https://www.ptt.cc/bbs/KoreaDrama/M.1617369135.A.512.html|[LIVE] 怪物 EP13|爆|04/02|0402
138|https://www.ptt.cc/bbs/KoreaDrama/M.1617449786.A.460.html|[LIVE] tvN Vincenzo/黑道律師文森佐 EP13|爆|04/03|0403
139|https://www.ptt.cc/bbs/KoreaDrama/M.1617455668.A.B9A.html|[LIVE] 怪物 EP14|爆|04/03|0403
140|https://www.ptt.cc/bbs/KoreaDrama/M.1617534785.A.EEB.html|[LIVE] tvN Vincenzo/黑道律師文森佐 EP14|爆|04/04|0404
141|https://www.ptt.cc/bbs/KoreaDrama/M.1617194392.A.228.html|[LIVE] Mouse EP9|爆|03/31|0331
142|https://www.ptt.cc/bbs/KoreaDrama/M.1617246864.A.B7A.html|[新聞] 廢止<朝鮮驅魔師>與中國有何兩樣?|爆|04/01|0401
143|https://www.ptt.cc/bbs/KoreaDrama/M.1617277495.A.F21.html|[閒聊] JTBC《薛西弗斯的神話》EP14(雷)|爆|04/01|0401
144|https://www.ptt.cc/bbs/KoreaDrama/M.1617282388.A.F6A.html|[LIVE] Mouse EP10|爆|04/01|0401
145|https://www.ptt.cc/bbs/KoreaDrama/M.1617366190.A.EED.html|[LIVE] SBS Penthouse/上流戰爭 S2 EP13 (END)|爆|04/02|0402
146|https://www.ptt.cc/bbs/KoreaDrama/M.1617016599.A.7AD.html|[LIVE] Navillera/如蝶翩翩 EP3、EP4|爆|03/29|0329
147|https://www.ptt.cc/bbs/KoreaDrama/M.1617018852.A.DF8.html|[LIVE] KBS 月升之江 EP13、EP14|爆|03/29|0329
148|https://www.ptt.cc/bbs/KoreaDrama/M.1617190976.A.141.html|[閒聊] JTBC《薛西弗斯的神話》EP13(雷)|爆|03/31|0331
149|https://www.ptt.cc/bbs/KoreaDrama/M.1616843304.A.C9F.html|[LIVE] tvN Vincenzo/黑道律師文森佐 EP11|爆|03/27|0327
150|https://www.ptt.cc/bbs/KoreaDrama/M.1616848298.A.D77.html|[LIVE] SBS Penthouse/上流戰爭 S2 EP12|爆|03/27|0327
151|https://www.ptt.cc/bbs/KoreaDrama/M.1616850723.A.C5F.html|[LIVE] 怪物 EP12|爆|03/27|0327
152|https://www.ptt.cc/bbs/KoreaDrama/M.1616935764.A.6DB.html|[閒聊] Penthouse S2 抓漏小論文(最後有補充)&羅蓮感情線|爆|03/28|0328
153|https://www.ptt.cc/bbs/KoreaDrama/M.1616941528.A.5C5.html|[閒聊] 適合亦正亦邪角色的演員|爆|03/28|0328
154|https://www.ptt.cc/bbs/KoreaDrama/M.1616675466.A.B6B.html|[閒聊] JTBC《薛西弗斯的神話》EP12(雷)|爆|03/25|0325
155|https://www.ptt.cc/bbs/KoreaDrama/M.1616676282.A.9BD.html|[LIVE] Mouse EP8|爆|03/25|0325
156|https://www.ptt.cc/bbs/KoreaDrama/M.1616682266.A.52E.html|[新聞] 《朝鮮驅魔師》最終廢止 /SBS公告確定|爆|03/25|0325
157|https://www.ptt.cc/bbs/KoreaDrama/M.1616760475.A.5F5.html|[LIVE] SBS Penthouse/上流戰爭 S2 EP11|爆|03/26|0326
158|https://www.ptt.cc/bbs/KoreaDrama/M.1616764272.A.830.html|[LIVE] 怪物 EP11|爆|03/26|0326
159|https://www.ptt.cc/bbs/KoreaDrama/M.1616767229.A.BF7.html|[心得] Mouse EP7-8不負責任大亂猜|爆|03/26|0326
160|https://www.ptt.cc/bbs/KoreaDrama/M.1616777308.A.06A.html|[求薦] 沒有愛情線，也沒有暴力的韓劇|爆|03/27|0327
161|https://www.ptt.cc/bbs/KoreaDrama/M.1616587214.A.A0F.html|[閒聊] JTBC《薛西弗斯的神話》EP11(雷)|爆|03/24|0324
162|https://www.ptt.cc/bbs/KoreaDrama/M.1616589217.A.871.html|[LIVE] Mouse EP7|爆|03/24|0324
163|https://www.ptt.cc/bbs/KoreaDrama/M.1616294428.A.FD6.html|[情報] 《機智醫生生活2》預計在5月6日首播|爆|03/21|0321
164|https://www.ptt.cc/bbs/KoreaDrama/M.1616325351.A.442.html|[LIVE] tvN Vincenzo/黑道律師文森佐 EP10|爆|03/21|0321
165|https://www.ptt.cc/bbs/KoreaDrama/M.1616413540.A.83B.html|[LIVE] Navillera/如蝶翩翩 EP1、EP2|爆|03/22|0322
166|https://www.ptt.cc/bbs/KoreaDrama/M.1616414229.A.FD8.html|[LIVE] KBS 月升之江 EP11、EP12|爆|03/22|0322
167|https://www.ptt.cc/bbs/KoreaDrama/M.1616155720.A.6E6.html|[LIVE] SBS Penthouse/上流戰爭 S2 EP09|爆|03/19|0319
168|https://www.ptt.cc/bbs/KoreaDrama/M.1616159180.A.E84.html|[LIVE] 怪物 EP9|爆|03/19|0319
169|https://www.ptt.cc/bbs/KoreaDrama/M.1616238600.A.C3F.html|[LIVE] tvN Vincenzo/黑道律師文森佐 EP9|爆|03/20|0320
170|https://www.ptt.cc/bbs/KoreaDrama/M.1616243297.A.78F.html|[LIVE] SBS Penthouse/上流戰爭 S2 EP10|爆|03/20|0320
171|https://www.ptt.cc/bbs/KoreaDrama/M.1616245741.A.CB3.html|[LIVE] 怪物 EP10|爆|03/20|0320
172|https://www.ptt.cc/bbs/KoreaDrama/M.1615980872.A.247.html|[閒聊] JTBC《薛西弗斯的神話》EP09(雷)|爆|03/17|0317
173|https://www.ptt.cc/bbs/KoreaDrama/M.1615984291.A.0AD.html|[LIVE] Mouse EP5|爆|03/17|0317
174|https://www.ptt.cc/bbs/KoreaDrama/M.1616069150.A.70E.html|[閒聊] JTBC《薛西弗斯的神話》EP10(雷)|爆|03/18|0318
175|https://www.ptt.cc/bbs/KoreaDrama/M.1616071041.A.A80.html|[LIVE] Mouse EP6|爆|03/18|0318
176|https://www.ptt.cc/bbs/KoreaDrama/M.1615808848.A.75D.html|[LIVE] KBS 月升之江 EP9、EP10|爆|03/15|0315
177|https://www.ptt.cc/bbs/KoreaDrama/M.1615554351.A.F90.html|[LIVE] 怪物 EP7|爆|03/12|0312
178|https://www.ptt.cc/bbs/KoreaDrama/M.1615635798.A.206.html|[LIVE] tvN Vincenzo/黑道律師文森佐 EP7|爆|03/13|0313
179|https://www.ptt.cc/bbs/KoreaDrama/M.1615638780.A.E09.html|[LIVE] SBS Penthouse/上流戰爭 S2 EP08|爆|03/13|0313
180|https://www.ptt.cc/bbs/KoreaDrama/M.1615641120.A.E55.html|[LIVE] 怪物 EP8|爆|03/13|0313
181|https://www.ptt.cc/bbs/KoreaDrama/M.1615720419.A.AB4.html|[LIVE] tvN Vincenzo/黑道律師文森佐 EP8|爆|03/14|0314
182|https://www.ptt.cc/bbs/KoreaDrama/M.1615375731.A.D0F.html|[閒聊] JTBC《薛西弗斯的神話》EP07-08（雷）|爆|03/10|0310
183|https://www.ptt.cc/bbs/KoreaDrama/M.1615379834.A.7D8.html|[LIVE] Mouse EP3|爆|03/10|0310
184|https://www.ptt.cc/bbs/KoreaDrama/M.1615548111.A.845.html|[閒聊] 喜歡的話請響鈴 第二季|爆|03/12|0312
185|https://www.ptt.cc/bbs/KoreaDrama/M.1615551568.A.DCC.html|[LIVE] SBS Penthouse/上流戰爭 S2 EP07|爆|03/12|0312
186|https://www.ptt.cc/bbs/KoreaDrama/M.1615115841.A.3AC.html|[LIVE] tvN Vincenzo/黑道律師文森佐 EP6|爆|03/07|0307
187|https://www.ptt.cc/bbs/KoreaDrama/M.1615204625.A.3EF.html|[LIVE] JTBC 前輩，那支口紅不要塗 EP15-EP16完結|爆|03/08|0308
188|https://www.ptt.cc/bbs/KoreaDrama/M.1615204642.A.29E.html|[LIVE] KBS 月升之江 EP7、EP8|爆|03/08|0308
189|https://www.ptt.cc/bbs/KoreaDrama/M.1615289638.A.3AC.html|[LIVE] L.U.C.A:The beginning EP12 最終回|爆|03/09|0309
190|https://www.ptt.cc/bbs/KoreaDrama/M.1614908508.A.15B.html|[新聞] 羅人友確定接替志洙演出《月升之江》 (+|爆|03/05|0305
